epoch,sat_id,sat_x,sat_y,sat_z,receiver_x,receiver_y,receiver_z,elevation_deg,rho,sisre_error,iono_error,tropo_error,receiver_clock_error,noise_error,pseudorange,is_used,reject_reason
2026-04-01 00:00:00,C29,17820500.285316512,-2528680.473553016,-21336860.249126635,-2267800.0,5009340.0,3221000.0,-51.513479760718106,32610582.0406258,0.5210873026565941,13.065223993814485,3.233994050543999,70.39046877482315,-0.007671020226388863,32610669.243728906,no,low_elevation
2026-04-01 00:00:00,C30,9164764.156693589,16354152.197538946,-20681446.9195465,-2267800.0,5009340.0,3221000.0,-14.672792664552798,28822478.306628693,0.0418833008200574,11.55655520946308,6.233070086920061,70.39046877482315,0.10574732654301992,28822566.63435339,no,low_elevation
2026-04-01 00:00:00,C32,5127133.135875392,23739774.63821164,-13758149.432201758,-2267800.0,5009340.0,3221000.0,7.517453185144479,26340192.354298092,-0.151826022093883,7.569414144842043,2.825113750503002,70.39046877482315,0.024260513216542625,26340273.01172926,yes,
2026-04-01 00:00:00,C33,-19547082.97532789,-6779007.802046234,-18709533.361925427,-2267800.0,5009340.0,3221000.0,-28.05118888528312,30306551.397049263,0.529171883586876,7.233329388693615,2.373079627343772,70.39046877482315,0.8003322774768246,30306632.72343122,no,low_elevation
2026-04-01 00:00:00,C34,-8909762.129850313,-16713531.387885612,20479428.852224447,-2267800.0,5009340.0,3221000.0,-11.976457370630673,28528094.375830263,-0.6331682514513937,6.313797493519341,3.456580347988973,70.39046877482315,-0.22523119309791437,28528173.678277437,no,low_elevation
2026-04-01 00:00:00,C35,15849103.504876323,-21417447.912543796,-8382030.37486957,-2267800.0,5009340.0,3221000.0,-76.01899562132643,34076790.134338014,0.18172009489428545,6.630079140445864,0.9110786395134545,70.39046877482315,-0.22869110862351696,34076868.01899356,no,low_elevation
2026-04-01 00:00:00,C36,27739241.409160882,8316.58952114312,2987902.278341266,-2267800.0,5009340.0,3221000.0,-28.900835960479185,30421819.535180602,0.17046505418498456,9.907108810037617,4.386467110313112,70.39046877482315,-0.33556093528494824,30421904.054129418,no,low_elevation
2026-04-01 00:00:00,C37,-3456525.0124646127,16408276.8869005,22313540.80145574,-2267800.0,5009340.0,3221000.0,58.889899641302144,22268227.220909435,-0.5874471448598163,10.946949552976314,0.6233289052938034,70.39046877482315,-0.02195878359213257,22268308.572250742,yes,
2026-04-01 00:00:00,C38,-6781929.454363521,12831920.486139575,-23777032.543864924,-2267800.0,5009340.0,3221000.0,-12.109208940073323,28468647.51674153,0.575332637790567,4.402054890339953,3.801525511582331,70.39046877482315,-0.3581331466678313,28468726.327990197,no,low_elevation
2026-04-01 00:00:00,C39,-16199487.44457379,19062923.007753875,12256223.383338507,-2267800.0,5009340.0,3221000.0,70.98465640450704,21753858.78403991,0.787791334037049,6.885158510748888,2.6395951755543594,70.39046877482315,0.37384939462766,21753939.860903103,yes,
2026-04-01 00:00:00,C40,-8080527.376098337,24893553.689855687,10004883.81851692,-2267800.0,5009340.0,3221000.0,75.60261892976504,21798872.29367205,0.44304115875063776,10.789334368898217,2.238729126472122,70.39046877482315,0.22670962059436217,21798956.3819551,yes,
2026-04-01 00:00:00,C41,-10978543.809682438,11075745.918520967,-23089998.103626426,-2267800.0,5009340.0,3221000.0,-11.199065453786766,28371587.190272253,0.9409783559556296,8.822203001359354,3.457834431667793,70.39046877482315,-0.03639614822269402,28371670.76536067,no,low_elevation
2026-04-01 00:00:00,C42,-16913455.830605194,-22003477.262121223,-2591619.74443202,-2267800.0,5009340.0,3221000.0,-37.29110786851354,31272577.115400247,0.5842235606567442,14.087537195306055,5.4203776887088715,70.39046877482315,0.17332616655178248,31272667.77133364,no,low_elevation
2026-04-01 00:00:00,C43,-18163767.51883478,4016396.5407275455,20776015.963365078,-2267800.0,5009340.0,3221000.0,35.5613376535552,23703297.356004395,0.010303708272053678,10.005464978818713,0.9574034188645228,70.39046877482315,0.46211154894263784,23703379.181756824,yes,
2026-04-01 00:00:00,C44,5544849.628831907,-26370677.02901226,7285274.500296613,-2267800.0,5009340.0,3221000.0,-51.01696357071297,32592350.17880343,0.44294100977991196,10.056782627946031,6.089513421982587,70.39046877482315,-0.7507812245388483,32592436.407728042,no,low_elevation
2026-04-01 00:00:00,C45,22158989.664222132,-10886155.281960145,-12993433.183280485,-2267800.0,5009340.0,3221000.0,-61.78394962921846,33350302.352662917,-0.3481168325684803,6.285309352043792,4.732819981951334,70.39046877482315,-0.4455492133856857,33350382.96759498,no,low_elevation
2026-04-01 00:00:00,C46,17613230.942583606,11763813.77829538,18136776.174297567,-2267800.0,5009340.0,3221000.0,13.046860891419138,25755750.54707957,-0.42706496894680734,13.320171821078164,3.4598622036378304,70.39046877482315,-0.15871094867074775,25755837.13180645,yes,
2026-04-01 00:00:00,C47,15027387.127948107,6095630.339269756,-22710350.966790497,-2267800.0,5009340.0,3221000.0,-36.29953456754048,31188755.78561606,0.11270713159750742,13.937132174271534,6.960155020399728,70.39046877482315,-0.12595310162042317,31188847.060126062,no,low_elevation
2026-04-01 00:00:00,C48,20119172.85799562,15784267.9769897,11197778.300750833,-2267800.0,5009340.0,3221000.0,10.051225648070655,26094149.127980344,-0.006229236506223382,6.5646151152396275,0.9416407586933273,70.39046877482315,-0.6514996977708459,26094226.36697606,yes,
2026-04-01 00:00:00,C49,-18766430.54691055,13641335.18982816,15486058.420750365,-2267800.0,5009340.0,3221000.0,57.78822582095004,22296811.631824985,-0.17761211923481354,12.902421419044623,4.64770995936073,70.39046877482315,0.01663645463393117,22296899.411449473,yes,
2026-04-01 00:00:00,C50,-11830361.315555826,-24530999.755548384,6049282.047048665,-2267800.0,5009340.0,3221000.0,-36.04719823835775,31178092.16620951,0.07967138501599795,14.930331255267618,5.940466708084715,70.39046877482315,0.08786420176610335,31178183.59501184,no,low_elevation
