epoch_time,sat_id,X,Y,Z,satellite_clock_bias,relativistic_correction,position_norm,health,status
2026-04-01 00:00:00,C41,-10978543.766742164,11075745.90132057,-23089998.036995627,-0.0009394176287270371,2.3300134628749684e-09,27863032.495716516,0.0,计算成功
2026-04-01 00:00:00,C42,-16913455.828454502,-22003477.260434806,-2591619.748717259,-0.0008975614572403032,-2.5855836031936926e-09,27873544.671130266,0.0,计算成功
2026-04-01 00:00:00,C43,-18163767.536505215,4016396.5205269344,20776015.967026874,0.0001352181048619571,-3.869158428881117e-10,27887214.482491028,0.0,计算成功
2026-04-01 00:00:00,C44,5544849.618311605,-26370676.989214584,7285274.484519529,0.0008424910909168755,-2.052947124449016e-09,27914748.54756842,0.0,计算成功
2026-04-01 00:00:00,C45,22158989.675707277,-10886155.290863536,-12993433.178074459,-0.0007736497645387873,1.0623475127020966e-09,27899077.157102957,0.0,计算成功
2026-04-01 00:00:00,C46,17614843.936854217,11762641.298194554,18135434.76452091,-0.00036326749927802904,-9.380976290264844e-10,27884340.611316513,0.0,计算成功
2026-04-01 00:00:00,C47,15027387.139935441,6095630.320434274,-22710350.887644913,-0.0005819174787364637,6.891452363328975e-10,27905897.41787296,0.0,计算成功
2026-04-01 00:00:00,C48,20119172.824447844,15784267.979076277,11197778.26835995,0.000662884020368616,2.767248159449944e-10,27916204.414688036,0.0,计算成功
2026-04-01 00:00:00,C49,-18766430.57317873,13641335.167204872,15486058.42871715,-0.0009376774423610062,2.4467299392093746e-10,27894138.223999668,0.0,计算成功
2026-04-01 00:00:00,C50,-11830361.275166854,-24530999.719978735,6049281.996396507,-0.00038225746286661607,-5.358979160548547e-10,27898408.697172876,0.0,计算成功
2026-04-01 00:00:00,C56,,,,,,,,跳过：未找到健康星历
2026-04-01 00:00:00,C58,,,,,,,,跳过：未找到健康星历
2026-04-01 00:00:00,C59,-32333440.80627978,27075970.883430753,121898.44496272085,-5.842055832173385e-07,4.3216299756154875e-10,42173148.481995896,0.0,计算成功
2026-04-01 00:00:00,C60,7329013.292702584,41506225.639482886,-1347704.6302540274,3.406742641873631e-07,7.415244527631155e-10,42169864.956514694,0.0,计算成功
2026-04-01 00:00:00,C62,,,,,,,,跳过：未找到健康星历
