sat_id,toc_time,toe,af0,af1,af2,sqrtA,e,i0,Omega0,omega,M0,delta_n,health
C36,2026-04-01 02:00:00,266400.0,0.0002923075808212,-2.574829238711e-12,0.0,461.28515625,0.000612678413745,0.9460142894981,-0.02589834743298,-1.014485983676,2.120895028317,3.641937415597e-09,0.0
C36,2026-04-01 02:00:00,266400.0,0.0002923075808212,-2.574829238711e-12,0.0,461.28515625,0.000612678413745,0.9460142894981,-0.02589834743298,-1.014485983676,2.120895028317,3.641937415597e-09,0.0
C36,2026-04-01 03:00:00,270000.0,0.0002922985586338,-2.54818388612e-12,0.0,394.939453125,0.0006113652489148,0.9460139895999,-0.0259221103428,-1.021634544574,2.615607265879,3.748548999255e-09,0.0
C36,2026-04-01 03:00:00,270000.0,0.0002922985586338,-2.54818388612e-12,0.0,394.939453125,0.0006113652489148,0.9460139895999,-0.0259221103428,-1.021634544574,2.615607265879,3.748548999255e-09,0.0
C36,2026-04-01 04:00:00,273600.0,0.000292289420031,-2.540190280342e-12,0.0,386.478515625,0.0006117312586866,0.9460134812358,-0.02594590470536,-1.026075651529,3.107610248646,3.785336245877e-09,0.0
C36,2026-04-01 04:00:00,273600.0,0.000292289420031,-2.540190280342e-12,0.0,386.478515625,0.0006117312586866,0.9460134812358,-0.02594590470536,-1.026075651529,3.107610248646,3.785336245877e-09,0.0
C36,2026-04-01 05:00:00,277200.0,0.0002922803978436,-2.525979425627e-12,0.0,427.46875,0.0006100827013142,0.9460129231326,-0.0259700011605,-1.022867630177,-2.691230651599,3.739084319299e-09,0.0
C36,2026-04-01 05:00:00,277200.0,0.0002922803978436,-2.525979425627e-12,0.0,427.46875,0.0006100827013142,0.9460129231326,-0.0259700011605,-1.022867630177,-2.691230651599,3.739084319299e-09,0.0
C36,2026-04-01 06:00:00,280800.0,0.0002922716084868,-2.502886786715e-12,0.0,440.63671875,0.0006077655125409,0.9460121075558,-0.02599407786625,-1.021106240968,-2.205440496123,3.771228515376e-09,0.0
C36,2026-04-01 06:00:00,280800.0,0.0002922716084868,-2.502886786715e-12,0.0,440.63671875,0.0006077655125409,0.9460121075558,-0.02599407786625,-1.021106240968,-2.205440496123,3.771228515376e-09,0.0
C36,2026-04-01 07:00:00,284400.0,0.00029226281913,-2.481570504642e-12,0.0,406.71484375,0.0006094297859818,0.9460114441224,-0.02601846690501,-1.020590868826,-1.718396493311,3.870339786616e-09,0.0
C36,2026-04-01 07:00:00,284400.0,0.00029226281913,-2.481570504642e-12,0.0,406.71484375,0.0006094297859818,0.9460114441224,-0.02601846690501,-1.020590868826,-1.718396493311,3.870339786616e-09,0.0
C36,2026-04-01 08:00:00,288000.0,0.0002922540879808,-2.464695114668e-12,0.0,382.009765625,0.000613052630797,0.9460108509091,-0.0260430929365,-1.016907669006,-1.234514603288,3.953021802082e-09,0.0
C36,2026-04-01 08:00:00,288000.0,0.0002922540879808,-2.464695114668e-12,0.0,382.009765625,0.000613052630797,0.9460108509091,-0.0260430929365,-1.016907669006,-1.234514603288,3.953021802082e-09,0.0
C36,2026-04-01 09:00:00,291600.0,0.0002922450657934,-2.475353255704e-12,0.0,423.837890625,0.0006131689879112,0.9460104961515,-0.02606778845659,-1.017313290108,-0.7465513663924,3.939271229316e-09,0.0
C36,2026-04-01 10:00:00,295200.0,0.0002922337735072,-2.63700172809e-12,0.0,488.896484375,0.0006130815600045,0.946010335962,-0.02609254249341,-1.027376568986,-0.2489423623172,3.862125158729e-09,0.0
C36,2026-04-01 11:00:00,298800.0,0.0002922237617895,-2.697397860629e-12,0.0,447.916015625,0.0006120532634668,0.9460102540386,-0.02611690007943,-1.025375490159,0.2366147451882,3.951771750013e-09,0.0
C36,2026-04-01 11:00:00,298800.0,0.0002922237617895,-2.697397860629e-12,0.0,447.916015625,0.0006120532634668,0.9460102540386,-0.02611690007943,-1.025375490159,0.2366147451882,3.951771750013e-09,0.0
C36,2026-04-01 12:00:00,302400.0,0.0002922156709246,-2.523314890368e-12,0.0,429.046875,0.0006103597115725,0.94601049542,-0.02614148514921,-1.023197497723,0.72199726805,3.924984919948e-09,0.0
C36,2026-04-01 12:00:00,302400.0,0.0002922156709246,-2.523314890368e-12,0.0,429.046875,0.0006103597115725,0.94601049542,-0.02614148514921,-1.023197497723,0.72199726805,3.924984919948e-09,0.0
C36,2026-04-01 13:00:00,306000.0,0.0002922061830759,-2.555289313477e-12,0.0,433.107421875,0.0006085762288421,0.946010363026,-0.0261657147299,-1.022621715842,1.208981548694,3.932485232366e-09,0.0
